2018_12_13_19:09:00 7 [tesla,reboot,root] [tesla,tesla1,tesla2,tesla3,tesla4] [tesla_:0_tty1]
2018_12_13_19:17:01 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:05 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:09 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:13 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:17 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:21 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:25 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:29 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:34 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:38 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:42 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:46 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:50 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:54 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:17:58 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:02 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:07 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:11 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:15 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:19 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:23 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:27 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:31 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:35 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:40 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:44 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:48 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:52 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:18:56 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:00 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:04 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:09 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:13 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:17 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:21 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:25 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:29 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:33 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:37 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:42 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:46 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:50 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:54 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:19:58 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:02 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:06 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:10 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:15 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:19 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:23 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:27 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:31 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:35 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:39 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:43 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:48 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:52 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:20:56 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:00 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:04 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:08 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:12 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:16 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:21 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:25 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:29 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:33 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:37 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:41 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:45 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:49 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:54 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:21:58 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:02 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:06 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:10 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:14 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:18 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:22 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:26 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:31 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:35 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:39 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:43 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:22pts/3]
2018_12_13_19:22:47 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:22pts/3]
2018_12_13_19:22:51 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:55 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:22:59 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:04 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:08 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:12 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:16 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:20 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:24 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:28 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:32 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:37 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:41 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:45 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:49 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2]
2018_12_13_19:23:53 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:23:57 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:01 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:05 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:10 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:14 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:18 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:22 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:26 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:30 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:34 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:39 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:43 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:47 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:51 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:55 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:24:59 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:03 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:08 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:12 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:16 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:20 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:24 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:28 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:32 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:36 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:41 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:45 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:49 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
2018_12_13_19:25:53 82 [zhushuo,Daniel,wyz20828] [pi] [Daniel18:04pts/0,wyz20828219:08pts/1,Tesla19:10pts/2,zhushuo19:23pts/3]
